Name,Agent,Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Position,Precision,Observing Authority
Wellington Kelburn Aws,25354,E1427P,-41.285,174.768,125,G,Metservice
Station,Date,Time,Amount (mm),SofG,Deficit (mm),Runoff (mm),Period (Hrs),Freq
25354,20080111,0800,0.0,-,97.9,0.0,24,D
25354,20080112,0800,0.0,-,101.5,0.0,24,D
25354,20080113,0800,0.0,-,104.9,0.0,24,D
25354,20080114,0800,0.0,-,108.1,0.0,24,D
25354,20080115,0800,0.0,-,111.0,0.0,24,D
25354,20080116,0800,0.6,-,113.2,0.0,24,D
25354,20080117,0800,0.0,-,115.8,0.0,24,D
25354,20080118,0800,0.0,-,118.2,0.0,24,D
25354,20080119,0800,0.0,-,120.4,0.0,24,D
25354,20080120,0800,0.0,-,122.5,0.0,24,D
25354,20080121,0800,0.0,-,124.4,0.0,24,D
25354,20080122,0800,1.6,-,124.6,0.0,24,D
25354,20080123,0800,1.0,-,125.4,0.0,24,D
25354,20080124,0800,0.0,-,127.1,0.0,24,D
25354,20080125,0800,0.0,-,128.7,0.0,24,D
25354,20080126,0800,0.0,-,130.2,0.0,24,D
25354,20080127,0800,0.0,-,131.6,0.0,24,D
25354,20080128,0800,0.0,-,132.9,0.0,24,D
25354,20080129,0800,0.0,-,134.1,0.0,24,D
25354,20080130,0800,0.0,-,135.2,0.0,24,D
25354,20080131,0800,0.0,-,136.3,0.0,24,D
25354,20080201,0800,0.0,-,137.2,0.0,24,D
25354,20080202,0800,1.6,-,136.4,0.0,24,D
25354,20080203,0800,0.0,-,137.2,0.0,24,D
25354,20080204,0800,0.0,-,138.0,0.0,24,D
25354,20080205,0800,8.0,-,130.7,0.0,24,D
25354,20080206,0800,0.2,-,131.7,0.0,24,D
25354,20080207,0800,0.0,-,132.8,0.0,24,D
25354,20080208,0800,0.0,-,133.8,0.0,24,D
25354,20080209,0800,0.0,-,134.8,0.0,24,D
25354,20080210,0800,0.0,-,135.7,0.0,24,D
25354,20080211,0800,23.8,-,112.8,0.0,24,D
25354,20080212,0800,0.0,-,115.0,0.0,24,D
25354,20080213,0800,0.0,-,117.1,0.0,24,D
25354,20080214,0800,0.0,-,119.1,0.0,24,D
25354,20080215,0800,2.6,-,118.4,0.0,24,D
25354,20080216,0800,11.4,-,108.9,0.0,24,D
25354,20080217,0800,2.8,-,108.5,0.0,24,D
25354,20080218,0800,1.2,-,109.8,0.0,24,D
25354,20080219,0800,0.0,-,112.3,0.0,24,D
25354,20080220,0800,0.0,-,114.5,0.0,24,D
25354,20080221,0800,0.0,-,116.7,0.0,24,D
25354,20080222,0800,0.0,-,118.7,0.0,24,D
25354,20080223,0800,0.8,-,119.8,0.0,24,D
25354,20080224,0800,0.0,-,121.6,0.0,24,D
25354,20080225,0800,2.0,-,121.3,0.0,24,D
25354,20080226,0800,0.0,-,123.0,0.0,24,D
25354,20080227,0800,0.0,-,124.6,0.0,24,D
25354,20080228,0800,0.0,-,126.2,0.0,24,D
25354,20080229,0800,0.0,-,127.6,0.0,24,D
25354,20080301,0800,0.0,-,129.0,0.0,24,D
25354,20080302,0800,49.6,-,80.3,0.0,24,D
25354,20080303,0800,15.0,-,68.4,0.0,24,D
25354,20080304,0800,1.2,-,70.5,0.0,24,D
25354,20080305,0800,5.2,-,68.7,0.0,24,D
25354,20080306,0800,2.4,-,69.6,0.0,24,D
25354,20080307,0800,0.0,-,72.9,0.0,24,D
25354,20080308,0800,0.0,-,76.2,0.0,24,D
25354,20080309,0800,0.0,-,79.5,0.0,24,D
25354,20080310,0800,3.0,-,79.7,0.0,24,D
25354,20080311,0800,0.0,-,82.8,0.0,24,D
25354,20080312,0800,0.0,-,85.8,0.0,24,D
25354,20080313,0800,0.0,-,88.6,0.0,24,D
25354,20080314,0800,0.0,-,91.4,0.0,24,D
25354,20080315,0800,0.0,-,94.0,0.0,24,D
25354,20080316,0800,0.0,-,96.4,0.0,24,D
25354,20080317,0800,0.0,-,98.8,0.0,24,D
25354,20080318,0800,0.0,-,101.1,0.0,24,D
25354,20080319,0800,0.0,-,103.3,0.0,24,D
25354,20080320,0800,0.4,-,104.9,0.0,24,D
25354,20080321,0800,0.0,-,106.9,0.0,24,D
25354,20080322,0800,0.0,-,108.9,0.0,24,D
25354,20080323,0800,0.0,-,110.7,0.0,24,D
25354,20080324,0800,0.0,-,112.4,0.0,24,D
25354,20080325,0800,0.2,-,113.9,0.0,24,D
25354,20080326,0800,0.0,-,115.5,0.0,24,D
25354,20080327,0800,0.0,-,117.0,0.0,24,D
25354,20080328,0800,0.0,-,118.5,0.0,24,D
25354,20080329,0800,0.8,-,119.1,0.0,24,D
25354,20080330,0800,80.2,-,40.3,0.0,24,D
25354,20080331,0800,9.8,-,33.8,0.0,24,D
25354,20080401,0800,2.4,-,34.7,0.0,24,D
25354,20080402,0800,0.0,-,36.5,0.0,24,D
25354,20080403,0800,0.2,-,38.1,0.0,24,D
25354,20080404,0800,0.0,-,40.0,0.0,24,D
25354,20080405,0800,0.0,-,41.8,0.0,24,D
25354,20080406,0900,29.4,-,14.2,0.0,24,D
25354,20080407,0900,2.0,-,14.0,0.0,24,D
25354,20080408,0900,0.0,-,15.8,0.0,24,D
25354,20080409,0900,3.2,-,14.4,0.0,24,D
25354,20080410,0900,3.0,-,13.2,0.0,24,D
25354,20080411,0900,0.2,-,14.8,0.0,24,D
25354,20080412,0900,0.0,-,16.6,0.0,24,D
25354,20080413,0900,0.0,-,18.4,0.0,24,D
25354,20080414,0900,0.0,-,20.2,0.0,24,D
25354,20080415,0900,10.8,-,11.2,0.0,24,D
25354,20080416,0900,6.4,-,6.6,0.0,24,D
25354,20080417,0900,0.8,-,7.6,0.0,24,D
25354,20080418,0900,9.4,-,0.0,0.0,24,D
25354,20080419,0900,5.0,-,0.0,3.2,24,D
25354,20080420,0900,3.4,-,0.0,1.6,24,D
25354,20080421,0900,0.0,-,1.8,0.0,24,D
25354,20080422,0900,0.0,-,3.6,0.0,24,D
25354,20080423,0900,0.0,-,5.4,0.0,24,D
25354,20080424,0900,0.0,-,7.2,0.0,24,D
25354,20080425,0900,0.0,-,9.0,0.0,24,D
25354,20080426,0900,0.2,-,10.6,0.0,24,D
25354,20080427,0900,0.0,-,12.4,0.0,24,D
25354,20080428,0900,6.8,-,7.4,0.0,24,D
25354,20080429,0900,4.6,-,4.6,0.0,24,D
25354,20080430,0900,30.0,-,0.0,23.6,24,D
25354,20080501,0900,94.4,-,0.0,92.6,24,D
25354,20080502,0900,0.0,-,1.0,0.0,24,D
25354,20080503,0900,19.6,-,0.0,17.5,24,D
25354,20080504,0900,0.0,-,1.0,0.0,24,D
25354,20080505,0900,0.0,-,2.1,0.0,24,D
25354,20080506,0900,0.0,-,3.1,0.0,24,D
25354,20080507,0900,0.0,-,4.1,0.0,24,D
25354,20080508,0900,0.0,-,5.2,0.0,24,D
25354,20080509,0900,0.0,-,6.2,0.0,24,D
25354,20080510,0900,16.8,-,0.0,9.6,24,D
25354,20080511,0900,5.2,-,0.0,4.2,24,D
25354,20080512,0900,5.0,-,0.0,4.0,24,D
25354,20080513,0900,3.0,-,0.0,2.0,24,D
25354,20080514,0900,0.0,-,1.0,0.0,24,D
25354,20080515,0900,0.0,-,2.1,0.0,24,D
25354,20080516,0900,0.0,-,3.1,0.0,24,D
25354,20080517,0900,0.4,-,3.7,0.0,24,D
25354,20080518,0900,0.0,-,4.8,0.0,24,D
25354,20080519,0900,0.0,-,5.8,0.0,24,D
25354,20080520,0900,0.0,-,6.8,0.0,24,D
25354,20080521,0900,0.0,-,7.9,0.0,24,D
25354,20080522,0900,0.0,-,8.9,0.0,24,D
25354,20080523,0900,6.2,-,3.8,0.0,24,D
25354,20080524,0900,12.6,-,0.0,7.8,24,D
25354,20080525,0900,11.0,-,0.0,10.0,24,D
25354,20080526,0900,5.8,-,0.0,4.8,24,D
25354,20080527,0900,11.8,-,0.0,10.8,24,D
25354,20080528,0900,2.8,-,0.0,1.8,24,D
25354,20080529,0900,2.0,-,0.0,1.0,24,D
25354,20080530,0900,0.4,-,0.6,0.0,24,D
25354,20080531,0900,0.0,-,1.7,0.0,24,D
25354,20080601,0900,0.2,-,2.5,0.0,24,D
25354,20080602,0900,5.4,-,0.0,2.4,24,D
25354,20080603,0900,9.2,-,0.0,8.7,24,D
25354,20080604,0900,4.4,-,0.0,3.9,24,D
25354,20080605,0900,0.6,-,0.0,0.1,24,D
25354,20080606,0900,0.0,-,0.5,0.0,24,D
25354,20080607,0900,0.0,-,1.1,0.0,24,D
25354,20080608,0900,15.0,-,0.0,13.4,24,D
25354,20080609,0900,0.0,-,0.5,0.0,24,D
25354,20080610,0900,0.0,-,1.1,0.0,24,D
25354,20080611,0900,0.0,-,1.6,0.0,24,D
25354,20080612,0900,0.0,-,2.1,0.0,24,D
25354,20080613,0900,0.6,-,2.0,0.0,24,D
25354,20080614,0900,0.0,-,2.6,0.0,24,D
25354,20080615,0900,0.0,-,3.1,0.0,24,D
25354,20080616,0900,0.0,-,3.6,0.0,24,D
25354,20080617,0900,0.2,-,3.9,0.0,24,D
25354,20080618,0900,0.0,-,4.5,0.0,24,D
25354,20080619,0900,0.0,-,5.0,0.0,24,D
25354,20080620,0900,0.0,-,5.5,0.0,24,D
25354,20080621,0900,0.0,-,6.0,0.0,24,D
25354,20080622,0900,1.4,-,5.2,0.0,24,D
25354,20080623,0900,8.4,-,0.0,2.7,24,D
25354,20080624,0900,18.8,-,0.0,18.3,24,D
25354,20080625,0900,6.6,-,0.0,6.1,24,D
25354,20080626,0900,1.6,-,0.0,1.1,24,D
25354,20080627,0900,1.6,-,0.0,1.1,24,D
25354,20080628,0900,5.8,-,0.0,5.3,24,D
25354,20080629,0900,39.0,-,0.0,38.5,24,D
25354,20080630,0900,17.2,-,0.0,16.7,24,D
25354,20080701,0900,0.0,-,0.5,0.0,24,D
25354,20080702,0900,2.8,-,0.0,1.3,24,D
25354,20080703,0900,6.5,-,0.0,5.5,24,D
25354,20080704,0900,3.0,-,0.0,2.0,24,D
25354,20080705,0900,12.2,-,0.0,11.2,24,D
25354,20080706,0900,10.2,-,0.0,9.2,24,D
25354,20080707,0900,0.0,-,1.0,0.0,24,D
25354,20080708,0900,0.2,-,1.8,0.0,24,D
25354,20080709,0900,0.0,-,2.7,0.0,24,D
25354,20080710,0900,0.0,-,3.7,0.0,24,D
25354,20080711,0900,1.6,-,3.1,0.0,24,D
25354,20080712,0900,38.6,-,0.0,34.5,24,D
25354,20080713,0900,11.8,-,0.0,10.8,24,D
25354,20080714,0900,0.0,-,1.0,0.0,24,D
25354,20080715,0900,0.0,-,2.0,0.0,24,D
25354,20080716,0900,0.2,-,2.7,0.0,24,D
25354,20080717,0900,0.4,-,3.3,0.0,24,D
25354,20080718,0900,4.2,-,0.1,0.0,24,D
25354,20080719,0900,8.2,-,0.0,7.1,24,D
25354,20080720,0900,18.6,-,0.0,17.6,24,D
25354,20080721,0900,0.4,-,0.6,0.0,24,D
25354,20080722,0900,4.4,-,0.0,2.8,24,D
25354,20080723,0900,20.2,-,0.0,19.2,24,D
25354,20080724,0900,15.0,-,0.0,14.0,24,D
25354,20080725,0900,7.5,-,0.0,6.5,24,D
25354,20080726,0900,0.0,-,1.0,0.0,24,D
25354,20080727,0900,14.6,-,0.0,12.6,24,D
25354,20080728,0900,18.6,-,0.0,17.6,24,D
25354,20080729,0900,4.6,-,0.0,3.6,24,D
25354,20080730,0900,0.2,-,0.8,0.0,24,D
25354,20080731,0900,20.4,-,0.0,18.6,24,D
25354,20080801,0900,27.2,-,0.0,26.2,24,D
25354,20080802,0900,2.6,-,0.0,0.9,24,D
25354,20080803,0900,35.0,-,0.0,33.3,24,D
25354,20080804,0900,3.8,-,0.0,2.1,24,D
25354,20080805,0900,15.0,-,0.0,13.3,24,D
25354,20080806,0900,0.2,-,1.5,0.0,24,D
25354,20080807,0900,0.2,-,3.0,0.0,24,D
25354,20080808,0900,19.6,-,0.0,14.9,24,D
25354,20080809,0900,15.2,-,0.0,13.5,24,D
25354,20080810,0900,4.0,-,0.0,2.3,24,D
25354,20080811,0900,0.0,-,1.7,0.0,24,D
25354,20080812,0900,6.6,-,0.0,3.2,24,D
25354,20080813,0900,14.0,-,0.0,12.3,24,D
25354,20080814,0900,0.0,-,1.7,0.0,24,D
25354,20080815,0900,12.4,-,0.0,9.0,24,D
25354,20080816,0900,2.0,-,0.0,0.3,24,D
25354,20080817,0900,0.0,-,1.7,0.0,24,D
25354,20080818,0900,6.6,-,0.0,3.2,24,D
25354,20080819,0900,5.6,-,0.0,3.9,24,D
25354,20080820,0900,0.0,-,1.7,0.0,24,D
25354,20080821,0900,0.0,-,3.4,0.0,24,D
25354,20080822,0900,0.0,-,5.1,0.0,24,D
25354,20080823,0900,0.0,-,6.8,0.0,24,D
25354,20080824,0900,1.0,-,7.5,0.0,24,D
25354,20080825,0900,18.4,-,0.0,9.2,24,D
25354,20080826,0900,6.4,-,0.0,4.7,24,D
25354,20080827,0900,35.6,-,0.0,33.9,24,D
25354,20080828,0900,0.8,-,0.9,0.0,24,D
25354,20080829,0900,0.2,-,2.4,0.0,24,D
25354,20080830,0900,0.2,-,3.9,0.0,24,D
25354,20080831,0900,0.0,-,5.6,0.0,24,D
25354,20080901,0900,0.0,-,7.3,0.0,24,D
25354,20080902,0900,0.0,-,9.7,0.0,24,D
25354,20080903,0900,0.0,-,12.2,0.0,24,D
25354,20080904,0900,0.6,-,14.0,0.0,24,D
25354,20080905,0900,23.8,-,0.0,7.3,24,D
25354,20080906,0900,44.4,-,0.0,41.9,24,D
25354,20080907,0900,9.4,-,0.0,6.9,24,D
25354,20080908,0900,0.0,-,2.5,0.0,24,D
25354,20080909,0900,14.4,-,0.0,9.5,24,D
25354,20080910,0900,4.4,-,0.0,1.9,24,D
25354,20080911,0900,6.8,-,0.0,4.3,24,D
25354,20080912,0900,9.0,-,0.0,6.5,24,D
25354,20080913,0900,0.0,-,2.5,0.0,24,D
25354,20080914,0900,0.0,-,4.9,0.0,24,D
25354,20080915,0900,0.0,-,7.4,0.0,24,D
25354,20080916,0900,0.0,-,9.8,0.0,24,D
25354,20080917,0900,0.0,-,12.3,0.0,24,D
25354,20080918,0900,4.2,-,10.5,0.0,24,D
25354,20080919,0900,16.4,-,0.0,3.4,24,D
25354,20080920,0900,0.0,-,2.5,0.0,24,D
25354,20080921,0900,0.0,-,4.9,0.0,24,D
25354,20080922,0900,0.6,-,6.8,0.0,24,D
25354,20080923,0900,0.0,-,9.2,0.0,24,D
25354,20080924,0900,0.4,-,11.3,0.0,24,D
25354,20080925,0900,0.0,-,13.7,0.0,24,D
25354,20080926,0900,0.0,-,16.2,0.0,24,D
25354,20080927,0900,0.0,-,18.6,0.0,24,D
25354,20080928,0800,23.0,-,0.0,1.9,24,D
25354,20080929,0800,0.0,-,2.5,0.0,24,D
25354,20080930,0800,12.2,-,0.0,7.3,24,D
25354,20081001,0800,11.0,-,0.0,8.5,24,D
25354,20081002,0800,1.4,-,2.5,0.0,24,D
25354,20081003,0800,0.0,-,6.4,0.0,24,D
25354,20081004,0800,0.0,-,10.3,0.0,24,D
25354,20081005,0800,1.2,-,13.1,0.0,24,D
25354,20081006,0800,0.8,-,16.2,0.0,24,D
25354,20081007,0800,10.0,-,10.1,0.0,24,D
25354,20081008,0800,7.6,-,6.4,0.0,24,D
25354,20081009,0800,0.0,-,10.3,0.0,24,D
25354,20081010,0800,0.6,-,13.6,0.0,24,D
25354,20081011,0800,0.2,-,17.3,0.0,24,D
25354,20081012,0800,0.0,-,21.2,0.0,24,D
25354,20081013,0800,0.0,-,25.2,0.0,24,D
25354,20081014,0800,0.0,-,29.1,0.0,24,D
25354,20081015,0800,0.0,-,33.0,0.0,24,D
25354,20081016,0800,0.0,-,36.9,0.0,24,D
25354,20081017,0800,9.4,-,31.4,0.0,24,D
25354,20081018,0800,0.2,-,35.1,0.0,24,D
25354,20081019,0800,0.8,-,38.2,0.0,24,D
25354,20081020,0800,0.0,-,42.1,0.0,24,D
25354,20081021,0800,0.0,-,46.1,0.0,24,D
25354,20081022,0800,3.0,-,47.0,0.0,24,D
25354,20081023,0800,25.2,-,25.7,0.0,24,D
25354,20081024,0800,1.2,-,28.4,0.0,24,D
25354,20081025,0800,5.6,-,26.7,0.0,24,D
25354,20081026,0800,21.2,-,9.4,0.0,24,D
25354,20081027,0800,0.0,-,13.3,0.0,24,D
25354,20081028,0800,0.0,-,17.2,0.0,24,D
25354,20081029,0800,0.2,-,21.0,0.0,24,D
25354,20081030,0800,0.4,-,24.5,0.0,24,D
25354,20081031,0800,0.0,-,28.4,0.0,24,D
25354,20081101,0800,0.0,-,32.3,0.0,24,D
25354,20081102,0800,21.6,-,14.7,0.0,24,D
25354,20081103,0800,0.0,-,18.8,0.0,24,D
25354,20081104,0800,0.0,-,22.8,0.0,24,D
25354,20081105,0800,4.0,-,22.9,0.0,24,D
25354,20081106,0800,0.0,-,26.9,0.0,24,D
25354,20081107,0800,9.4,-,21.5,0.0,24,D
25354,20081108,0800,5.4,-,20.2,0.0,24,D
25354,20081109,0800,0.0,-,24.2,0.0,24,D
25354,20081110,0800,0.0,-,28.3,0.0,24,D
25354,20081111,0800,0.8,-,31.5,0.0,24,D
25354,20081112,0800,0.2,-,35.3,0.0,24,D
25354,20081113,0800,0.0,-,39.4,0.0,24,D
25354,20081114,0800,0.6,-,42.8,0.0,24,D
25354,20081115,0800,0.0,-,46.9,0.0,24,D
25354,20081116,0800,0.0,-,50.9,0.0,24,D
25354,20081117,0800,8.6,-,46.3,0.0,24,D
25354,20081118,0800,4.0,-,46.4,0.0,24,D
25354,20081119,0800,2.6,-,47.8,0.0,24,D
25354,20081120,0800,0.0,-,51.9,0.0,24,D
25354,20081121,0800,0.0,-,55.9,0.0,24,D
25354,20081122,0800,0.0,-,59.9,0.0,24,D
25354,20081123,0800,3.6,-,60.4,0.0,24,D
25354,20081124,0800,0.0,-,64.4,0.0,24,D
25354,20081125,0800,34.6,-,33.9,0.0,24,D
25354,20081126,0800,0.2,-,37.7,0.0,24,D
25354,20081127,0800,0.0,-,41.7,0.0,24,D
25354,20081128,0800,0.0,-,45.8,0.0,24,D
25354,20081129,0800,0.0,-,49.8,0.0,24,D
25354,20081130,0800,0.0,-,53.9,0.0,24,D
25354,20081201,0800,2.0,-,55.9,0.0,24,D
25354,20081202,0800,3.0,-,57.7,0.0,24,D
25354,20081203,0800,0.0,-,62.5,0.0,24,D
25354,20081204,0800,0.4,-,66.8,0.0,24,D
25354,20081205,0800,0.6,-,71.0,0.0,24,D
25354,20081206,0800,0.0,-,75.8,0.0,24,D
25354,20081207,0800,0.0,-,80.5,0.0,24,D
25354,20081208,0800,0.0,-,85.0,0.0,24,D
25354,20081209,0800,14.0,-,75.1,0.0,24,D
25354,20081210,0800,1.2,-,78.7,0.0,24,D
25354,20081211,0800,0.0,-,83.2,0.0,24,D
25354,20081212,0800,0.2,-,87.3,0.0,24,D
25354,20081213,0800,4.8,-,86.5,0.0,24,D
25354,20081214,0800,0.2,-,90.3,0.0,24,D
25354,20081215,0800,0.4,-,93.7,0.0,24,D
25354,20081216,0800,35.2,-,62.1,0.0,24,D
25354,20081217,0800,2.0,-,64.9,0.0,24,D
25354,20081218,0800,0.0,-,69.7,0.0,24,D
25354,20081219,0800,0.0,-,74.5,0.0,24,D
25354,20081220,0800,5.4,-,73.8,0.0,24,D
25354,20081221,0800,41.4,-,37.2,0.0,24,D
25354,20081222,0800,0.2,-,41.8,0.0,24,D
25354,20081223,0800,0.0,-,46.6,0.0,24,D
25354,20081224,0800,4.8,-,46.6,0.0,24,D
25354,20081225,0800,17.2,-,34.1,0.0,24,D
25354,20081226,0800,0.0,-,38.9,0.0,24,D
25354,20081227,0800,0.0,-,43.7,0.0,24,D
25354,20081228,0800,0.0,-,48.5,0.0,24,D
25354,20081229,0800,0.0,-,53.3,0.0,24,D
25354,20081230,0800,0.6,-,57.4,0.0,24,D
25354,20081231,0800,0.0,-,62.2,0.0,24,D
25354,20090101,0800,0.0,-,67.0,0.0,24,D
25354,20090102,0800,0.0,-,72.1,0.0,24,D
25354,20090103,0800,1.0,-,76.2,0.0,24,D
25354,20090104,0800,0.2,-,81.0,0.0,24,D
25354,20090105,0800,0.0,-,85.6,0.0,24,D
25354,20090106,0800,0.0,-,90.0,0.0,24,D
25354,20090107,0800,0.0,-,94.0,0.0,24,D
25354,20090108,0800,0.0,-,97.8,0.0,24,D
25354,20090109,0800,0.0,-,101.4,0.0,24,D
25354,20090110,0800,0.2,-,104.4,0.0,24,D
25354,20090111,0800,3.8,-,103.7,0.0,24,D
25354,20090112,0800,0.2,-,106.7,0.0,24,D
25354,20090113,0800,0.0,-,109.6,0.0,24,D
25354,20090114,0800,0.0,-,112.3,0.0,24,D
25354,20090115,0800,0.0,-,114.9,0.0,24,D
25354,20090116,0800,0.0,-,117.3,0.0,24,D
25354,20090117,0800,0.0,-,119.5,0.0,24,D
25354,20090118,0800,19.2,-,102.3,0.0,24,D
25354,20090119,0800,0.5,-,105.1,0.0,24,D
25354,20090120,0800,1.6,-,106.5,0.0,24,D
25354,20090121,0800,0.0,-,109.4,0.0,24,D
25354,20090122,0800,0.0,-,112.2,0.0,24,D
25354,20090123,0800,0.0,-,114.7,0.0,24,D
25354,20090124,0800,0.0,-,117.1,0.0,24,D
25354,20090125,0800,0.0,-,119.4,0.0,24,D
25354,20090126,0800,0.0,-,121.4,0.0,24,D
25354,20090127,0800,0.0,-,123.4,0.0,24,D
25354,20090128,0800,10.0,-,115.2,0.0,24,D
25354,20090129,0800,0.0,-,117.5,0.0,24,D
25354,20090130,0800,0.0,-,119.7,0.0,24,D
25354,20090131,0800,0.0,-,121.8,0.0,24,D
25354,20090201,0800,0.0,-,123.7,0.0,24,D
25354,20090202,0800,0.0,-,125.0,0.0,24,D
25354,20090203,0800,0.2,-,126.0,0.0,24,D
25354,20090204,0800,0.0,-,127.2,0.0,24,D
25354,20090205,0800,4.4,-,123.9,0.0,24,D
25354,20090206,0800,0.0,-,125.2,0.0,24,D
25354,20090207,0800,0.0,-,126.4,0.0,24,D
25354,20090208,0800,0.0,-,127.5,0.0,24,D
25354,20090209,0800,0.8,-,127.8,0.0,24,D
25354,20090210,0800,1.8,-,127.1,0.0,24,D
25354,20090211,0800,3.6,-,124.6,0.0,24,D
25354,20090212,0800,1.8,-,124.1,0.0,24,D
25354,20090213,0800,46.0,-,79.3,0.0,24,D
25354,20090214,0800,0.8,-,82.0,0.0,24,D
25354,20090215,0800,0.0,-,85.3,0.0,24,D
25354,20090216,0800,0.0,-,88.5,0.0,24,D
25354,20090217,0800,1.8,-,89.7,0.0,24,D
25354,20090218,0800,0.0,-,92.6,0.0,24,D
25354,20090219,0800,0.0,-,95.4,0.0,24,D
25354,20090220,0800,38.0,-,60.1,0.0,24,D
25354,20090221,0800,32.4,-,31.4,0.0,24,D
25354,20090222,0800,0.0,-,35.0,0.0,24,D
25354,20090223,0800,0.0,-,38.7,0.0,24,D
25354,20090224,0800,8.4,-,34.0,0.0,24,D
25354,20090225,0800,0.8,-,36.9,0.0,24,D
25354,20090226,0800,0.6,-,39.9,0.0,24,D
25354,20090227,0800,0.0,-,43.6,0.0,24,D
25354,20090228,0800,2.4,-,44.9,0.0,24,D
25354,20090301,0800,24.2,-,24.4,0.0,24,D
25354,20090302,0800,0.2,-,27.5,0.0,24,D
25354,20090303,0800,3.8,-,27.0,0.0,24,D
25354,20090304,0800,0.2,-,30.1,0.0,24,D
25354,20090305,0800,0.0,-,33.5,0.0,24,D
25354,20090306,0800,3.2,-,33.6,0.0,24,D
25354,20090307,0800,12.8,-,24.1,0.0,24,D
25354,20090308,0800,0.0,-,27.4,0.0,24,D
25354,20090309,0800,3.2,-,27.6,0.0,24,D
25354,20090310,0800,0.6,-,30.3,0.0,24,D
25354,20090311,0800,0.0,-,33.6,0.0,24,D
25354,20090312,0800,1.2,-,35.8,0.0,24,D
25354,20090313,0800,1.0,-,38.1,0.0,24,D
25354,20090314,0800,0.2,-,41.2,0.0,24,D
25354,20090315,0800,0.0,-,44.5,0.0,24,D
25354,20090316,0800,0.2,-,47.7,0.0,24,D
25354,20090317,0800,0.0,-,51.0,0.0,24,D
25354,20090318,0800,0.0,-,54.3,0.0,24,D
25354,20090319,0800,4.6,-,53.0,0.0,24,D
25354,20090320,0800,0.0,-,56.4,0.0,24,D
25354,20090321,0800,0.0,-,59.7,0.0,24,D
25354,20090322,0800,8.2,-,54.8,0.0,24,D
25354,20090323,0800,11.8,-,46.3,0.0,24,D
25354,20090324,0800,1.4,-,48.3,0.0,24,D
25354,20090325,0800,0.0,-,51.6,0.0,24,D
25354,20090326,0800,0.0,-,54.9,0.0,24,D
25354,20090327,0800,0.0,-,58.2,0.0,24,D
25354,20090328,0800,0.0,-,61.6,0.0,24,D
25354,20090329,0800,0.0,-,64.9,0.0,24,D
25354,20090330,0800,0.0,-,68.2,0.0,24,D
25354,20090331,0800,0.0,-,71.5,0.0,24,D
25354,20090401,0800,1.2,-,73.6,0.0,24,D
25354,20090402,0800,0.0,-,75.5,0.0,24,D
25354,20090403,0800,0.0,-,77.3,0.0,24,D
25354,20090404,0800,0.0,-,79.1,0.0,24,D
25354,20090405,0900,0.0,-,80.9,0.0,24,D
25354,20090406,0900,0.0,-,82.6,0.0,24,D
25354,20090407,0900,0.2,-,84.0,0.0,24,D
25354,20090408,0900,2.8,-,82.9,0.0,24,D
25354,20090409,0900,4.8,-,79.7,0.0,24,D
25354,20090410,0900,0.0,-,81.4,0.0,24,D
25354,20090411,0900,0.0,-,83.1,0.0,24,D
25354,20090412,0900,0.0,-,84.8,0.0,24,D
25354,20090413,0900,0.0,-,86.4,0.0,24,D
25354,20090414,0900,0.0,-,88.0,0.0,24,D
25354,20090415,0900,0.2,-,89.3,0.0,24,D
25354,20090416,0900,0.0,-,90.8,0.0,24,D
25354,20090417,0900,0.0,-,92.2,0.0,24,D
25354,20090418,0900,0.0,-,93.7,0.0,24,D
25354,20090419,0900,0.2,-,94.9,0.0,24,D
25354,20090420,0900,1.0,-,95.2,0.0,24,D
25354,20090421,0900,3.2,-,93.4,0.0,24,D
25354,20090422,0900,0.0,-,94.8,0.0,24,D
25354,20090423,0900,0.0,-,96.1,0.0,24,D
25354,20090424,0900,0.0,-,97.5,0.0,24,D
25354,20090425,0900,0.0,-,98.8,0.0,24,D
25354,20090426,0900,1.0,-,99.0,0.0,24,D
25354,20090427,0900,49.8,-,50.5,0.0,24,D
25354,20090428,0900,9.4,-,42.9,0.0,24,D
25354,20090429,0900,32.6,-,12.2,0.0,24,D
25354,20090430,0900,3.4,-,10.6,0.0,24,D
25354,20090501,0900,12.4,-,0.1,0.0,24,D
25354,20090502,0900,0.2,-,1.2,0.0,24,D
25354,20090503,0900,0.2,-,2.3,0.0,24,D
25354,20090504,0900,8.4,-,0.0,4.9,24,D
25354,20090505,0900,0.0,-,1.3,0.0,24,D
25354,20090506,0900,5.0,-,0.0,2.4,24,D
25354,20090507,0900,25.2,-,0.0,23.9,24,D
25354,20090508,0900,3.6,-,0.0,2.3,24,D
25354,20090509,0900,29.6,-,0.0,28.3,24,D
25354,20090510,0900,8.2,-,0.0,6.9,24,D
25354,20090511,0900,5.2,-,0.0,3.9,24,D
25354,20090512,0900,0.6,-,0.7,0.0,24,D
25354,20090513,0900,0.2,-,1.8,0.0,24,D
25354,20090514,0900,0.0,-,3.1,0.0,24,D
25354,20090515,0900,1.6,-,2.8,0.0,24,D
25354,20090516,0900,11.2,-,0.0,7.1,24,D
25354,20090517,0900,4.6,-,0.0,3.3,24,D
25354,20090518,0900,2.2,-,0.0,0.9,24,D
