Name,Agent,Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Position,Precision,Observing Authority
Wellington Kelburn Aws,25354,E1427P,-41.285,174.768,125,G,Metservice
Station,Date,Time,Amount (mm),SofG,Deficit (mm),Runoff (mm),Period (Hrs),Freq
25354,20050915,0900,1.4,-,38.9,0.0,24,D
25354,20050916,0900,0.2,-,40.7,0.0,24,D
25354,20050917,0900,0.0,-,42.8,0.0,24,D
25354,20050918,0900,12.2,-,32.7,0.0,24,D
25354,20050919,0900,23.8,-,10.9,0.0,24,D
25354,20050920,0900,4.4,-,8.6,0.0,24,D
25354,20050921,0900,0.0,-,10.7,0.0,24,D
25354,20050922,0900,0.0,-,12.7,0.0,24,D
25354,20050923,0900,0.2,-,14.6,0.0,24,D
25354,20050924,0900,0.0,-,16.6,0.0,24,D
25354,20050925,0900,0.0,-,18.7,0.0,24,D
25354,20050926,0900,0.8,-,20.0,0.0,24,D
25354,20050927,0900,0.0,-,22.0,0.0,24,D
25354,20050928,0900,4.4,-,19.7,0.0,24,D
25354,20050929,0900,0.0,-,21.8,0.0,24,D
25354,20050930,0900,0.0,-,23.8,0.0,24,D
25354,20051001,0900,0.2,-,25.7,0.0,24,D
25354,20051002,0800,0.2,-,28.5,0.0,24,D
25354,20051003,0800,18.6,-,12.8,0.0,24,D
25354,20051004,0800,0.8,-,15.0,0.0,24,D
25354,20051005,0800,4.8,-,13.2,0.0,24,D
25354,20051006,0800,7.0,-,9.1,0.0,24,D
25354,20051007,0800,14.0,-,0.0,1.9,24,D
25354,20051008,0800,9.0,-,0.0,6.0,24,D
25354,20051009,0800,0.0,-,3.0,0.0,24,D
25354,20051010,0800,3.8,-,2.1,0.0,24,D
25354,20051011,0800,12.9,-,0.0,7.8,24,D
25354,20051012,0800,1.0,-,2.0,0.0,24,D
25354,20051013,0800,0.0,-,4.9,0.0,24,D
25354,20051014,0800,0.0,-,7.9,0.0,24,D
25354,20051015,0800,0.0,-,10.9,0.0,24,D
25354,20051016,0800,0.0,-,13.8,0.0,24,D
25354,20051017,0800,0.0,-,16.8,0.0,24,D
25354,20051018,0800,0.0,-,19.8,0.0,24,D
25354,20051019,0800,0.0,-,22.7,0.0,24,D
25354,20051020,0800,0.5,-,25.2,0.0,24,D
25354,20051021,0800,5.0,-,23.2,0.0,24,D
25354,20051022,0800,2.0,-,24.1,0.0,24,D
25354,20051023,0800,0.2,-,26.9,0.0,24,D
25354,20051024,0800,1.4,-,28.5,0.0,24,D
25354,20051025,0800,1.8,-,29.6,0.0,24,D
25354,20051026,0800,0.0,-,32.6,0.0,24,D
25354,20051027,0800,0.0,-,35.6,0.0,24,D
25354,20051028,0800,0.0,-,38.6,0.0,24,D
25354,20051029,0800,0.0,-,41.5,0.0,24,D
25354,20051030,0800,0.0,-,44.5,0.0,24,D
25354,20051031,0800,0.0,-,47.5,0.0,24,D
25354,20051101,0800,0.2,-,50.2,0.0,24,D
25354,20051102,0800,0.0,-,54.6,0.0,24,D
25354,20051103,0800,0.0,-,59.0,0.0,24,D
25354,20051104,0800,0.0,-,63.4,0.0,24,D
25354,20051105,0800,0.0,-,67.7,0.0,24,D
25354,20051106,0800,0.0,-,72.1,0.0,24,D
25354,20051107,0800,1.0,-,75.5,0.0,24,D
25354,20051108,0800,0.0,-,79.8,0.0,24,D
25354,20051109,0800,0.0,-,83.9,0.0,24,D
25354,20051110,0800,0.0,-,87.8,0.0,24,D
25354,20051111,0800,0.0,-,91.4,0.0,24,D
25354,20051112,0800,0.0,-,94.8,0.0,24,D
25354,20051113,0800,0.0,-,98.1,0.0,24,D
25354,20051114,0800,2.4,-,98.7,0.0,24,D
25354,20051115,0800,0.0,-,101.7,0.0,24,D
25354,20051116,0800,0.0,-,104.5,0.0,24,D
25354,20051117,0800,0.0,-,107.2,0.0,24,D
25354,20051118,0800,0.0,-,109.7,0.0,24,D
25354,20051119,0800,0.0,-,112.0,0.0,24,D
25354,20051120,0800,0.0,-,114.2,0.0,24,D
25354,20051121,0800,0.0,-,116.3,0.0,24,D
25354,20051122,0800,14.0,-,104.3,0.0,24,D
25354,20051123,0800,0.0,-,107.0,0.0,24,D
25354,20051124,0800,3.6,-,105.9,0.0,24,D
25354,20051125,0800,1.2,-,107.2,0.0,24,D
25354,20051126,0800,3.8,-,105.9,0.0,24,D
25354,20051127,0800,11.6,-,96.9,0.0,24,D
25354,20051128,0800,5.0,-,95.0,0.0,24,D
25354,20051129,0800,2.0,-,96.2,0.0,24,D
25354,20051130,0800,0.2,-,99.2,0.0,24,D
25354,20051201,0800,0.0,-,102.1,0.0,24,D
25354,20051202,0800,0.0,-,105.1,0.0,24,D
25354,20051203,0800,0.0,-,107.8,0.0,24,D
25354,20051204,0800,0.6,-,109.8,0.0,24,D
25354,20051205,0800,7.2,-,105.1,0.0,24,D
25354,20051206,0800,4.6,-,103.2,0.0,24,D
25354,20051207,0800,18.4,-,87.7,0.0,24,D
25354,20051208,0800,0.2,-,91.3,0.0,24,D
25354,20051209,0800,0.6,-,94.3,0.0,24,D
25354,20051210,0800,0.6,-,97.1,0.0,24,D
25354,20051211,0800,0.2,-,100.2,0.0,24,D
25354,20051212,0800,2.8,-,100.4,0.0,24,D
25354,20051213,0800,2.8,-,100.7,0.0,24,D
25354,20051214,0800,0.2,-,103.5,0.0,24,D
25354,20051215,0800,0.0,-,106.3,0.0,24,D
25354,20051216,0800,0.2,-,108.8,0.0,24,D
25354,20051217,0800,0.0,-,111.3,0.0,24,D
25354,20051218,0800,5.0,-,108.7,0.0,24,D
25354,20051219,0800,0.4,-,110.9,0.0,24,D
25354,20051220,0800,12.0,-,101.3,0.0,24,D
25354,20051221,0800,0.2,-,104.0,0.0,24,D
25354,20051222,0800,0.0,-,106.9,0.0,24,D
25354,20051223,0800,0.0,-,109.5,0.0,24,D
25354,20051224,0800,19.6,-,92.4,0.0,24,D
25354,20051225,0800,0.0,-,95.9,0.0,24,D
25354,20051226,0800,0.8,-,98.4,0.0,24,D
25354,20051227,0800,0.0,-,101.6,0.0,24,D
25354,20051228,0800,0.0,-,104.6,0.0,24,D
25354,20051229,0800,0.0,-,107.4,0.0,24,D
25354,20051230,0800,0.0,-,110.0,0.0,24,D
25354,20051231,0800,0.0,-,112.4,0.0,24,D
25354,20060101,0800,0.0,-,114.7,0.0,24,D
25354,20060102,0800,0.0,-,117.1,0.0,24,D
25354,20060103,0800,0.6,-,118.7,0.0,24,D
25354,20060104,0800,5.6,-,115.3,0.0,24,D
25354,20060105,0800,0.0,-,117.6,0.0,24,D
25354,20060106,0800,0.0,-,119.8,0.0,24,D
25354,20060107,0800,0.0,-,121.8,0.0,24,D
25354,20060108,0800,0.0,-,123.7,0.0,24,D
25354,20060109,0800,0.0,-,125.5,0.0,24,D
25354,20060110,0800,0.0,-,127.2,0.0,24,D
25354,20060111,0800,0.0,-,128.7,0.0,24,D
25354,20060112,0800,0.0,-,130.2,0.0,24,D
25354,20060113,0800,7.4,-,124.1,0.0,24,D
25354,20060114,0800,0.6,-,125.3,0.0,24,D
25354,20060115,0800,0.0,-,126.9,0.0,24,D
25354,20060116,0800,0.0,-,128.5,0.0,24,D
25354,20060117,0800,0.0,-,129.9,0.0,24,D
25354,20060118,0800,0.0,-,131.3,0.0,24,D
25354,20060119,0800,8.4,-,124.2,0.0,24,D
25354,20060120,0800,0.2,-,125.7,0.0,24,D
25354,20060121,0800,0.0,-,127.4,0.0,24,D
25354,20060122,0800,0.0,-,128.9,0.0,24,D
25354,20060123,0800,0.0,-,130.3,0.0,24,D
25354,20060124,0800,0.0,-,131.7,0.0,24,D
25354,20060125,0800,12.8,-,120.1,0.0,24,D
25354,20060126,0800,22.4,-,99.7,0.0,24,D
25354,20060127,0800,0.0,-,103.1,0.0,24,D
25354,20060128,0800,0.0,-,106.3,0.0,24,D
25354,20060129,0800,0.0,-,109.2,0.0,24,D
25354,20060130,0800,0.0,-,112.0,0.0,24,D
25354,20060131,0800,0.0,-,114.6,0.0,24,D
25354,20060201,0800,0.0,-,117.0,0.0,24,D
25354,20060202,0800,0.0,-,118.8,0.0,24,D
25354,20060203,0800,3.6,-,117.0,0.0,24,D
25354,20060204,0800,1.8,-,117.0,0.0,24,D
25354,20060205,0800,0.4,-,118.5,0.0,24,D
25354,20060206,0800,1.2,-,119.1,0.0,24,D
25354,20060207,0800,0.0,-,120.8,0.0,24,D
25354,20060208,0800,0.0,-,122.5,0.0,24,D
25354,20060209,0800,36.0,-,88.0,0.0,24,D
25354,20060210,0800,3.6,-,87.9,0.0,24,D
25354,20060211,0800,31.6,-,59.8,0.0,24,D
25354,20060212,0800,5.6,-,58.4,0.0,24,D
25354,20060213,0800,0.0,-,62.7,0.0,24,D
25354,20060214,0800,0.0,-,66.9,0.0,24,D
25354,20060215,0800,2.0,-,69.1,0.0,24,D
25354,20060216,0800,0.0,-,73.3,0.0,24,D
25354,20060217,0800,0.0,-,77.6,0.0,24,D
25354,20060218,0800,0.0,-,81.6,0.0,24,D
25354,20060219,0800,0.0,-,85.5,0.0,24,D
25354,20060220,0800,0.0,-,89.1,0.0,24,D
25354,20060221,0800,0.0,-,92.6,0.0,24,D
25354,20060222,0800,0.0,-,95.8,0.0,24,D
25354,20060223,0800,0.0,-,98.8,0.0,24,D
25354,20060224,0800,3.6,-,98.1,0.0,24,D
25354,20060225,0800,0.0,-,101.0,0.0,24,D
25354,20060226,0800,0.0,-,103.8,0.0,24,D
25354,20060227,0800,0.0,-,106.4,0.0,24,D
25354,20060228,0800,0.0,-,108.9,0.0,24,D
25354,20060301,0800,0.0,-,111.2,0.0,24,D
25354,20060302,0800,13.0,-,99.6,0.0,24,D
25354,20060303,0800,2.8,-,98.6,0.0,24,D
25354,20060304,0800,8.6,-,91.8,0.0,24,D
25354,20060305,0800,2.2,-,91.7,0.0,24,D
25354,20060306,0800,0.0,-,93.8,0.0,24,D
25354,20060307,0800,0.0,-,95.8,0.0,24,D
25354,20060308,0800,0.0,-,97.8,0.0,24,D
25354,20060309,0800,1.2,-,98.4,0.0,24,D
25354,20060310,0800,2.2,-,98.1,0.0,24,D
25354,20060311,0800,0.0,-,99.9,0.0,24,D
25354,20060312,0800,0.0,-,101.7,0.0,24,D
25354,20060313,0800,1.6,-,101.9,0.0,24,D
25354,20060314,0800,0.0,-,103.6,0.0,24,D
25354,20060315,0800,0.0,-,105.3,0.0,24,D
25354,20060316,0800,0.0,-,106.9,0.0,24,D
25354,20060317,0800,0.0,-,108.4,0.0,24,D
25354,20060318,0800,0.0,-,109.9,0.0,24,D
25354,20060319,0900,0.0,-,111.3,0.0,24,D
25354,20060320,0900,3.0,-,109.7,0.0,24,D
25354,20060321,0900,15.2,-,96.0,0.0,24,D
25354,20060322,0900,43.8,-,54.1,0.0,24,D
25354,20060323,0900,3.0,-,53.8,0.0,24,D
25354,20060324,0900,10.2,-,46.3,0.0,24,D
25354,20060325,0900,2.0,-,47.0,0.0,24,D
25354,20060326,0900,0.8,-,48.9,0.0,24,D
25354,20060327,0900,2.2,-,49.4,0.0,24,D
25354,20060328,0900,5.6,-,46.5,0.0,24,D
25354,20060329,0900,2.4,-,46.7,0.0,24,D
25354,20060330,0900,0.0,-,49.4,0.0,24,D
25354,20060331,0900,0.2,-,51.9,0.0,24,D
25354,20060401,0900,0.0,-,54.6,0.0,24,D
25354,20060402,0900,0.0,-,56.5,0.0,24,D
25354,20060403,0900,5.4,-,53.0,0.0,24,D
25354,20060404,0900,0.0,-,54.8,0.0,24,D
25354,20060405,0900,0.0,-,56.7,0.0,24,D
25354,20060406,0900,0.0,-,58.6,0.0,24,D
25354,20060407,0900,5.0,-,55.4,0.0,24,D
25354,20060408,0900,1.2,-,56.1,0.0,24,D
25354,20060409,0900,8.6,-,49.4,0.0,24,D
25354,20060410,0900,7.4,-,43.8,0.0,24,D
25354,20060411,0900,0.2,-,45.5,0.0,24,D
25354,20060412,0900,1.4,-,46.0,0.0,24,D
25354,20060413,0900,0.2,-,47.6,0.0,24,D
25354,20060414,0900,0.0,-,49.5,0.0,24,D
25354,20060415,0900,0.0,-,51.4,0.0,24,D
25354,20060416,0900,0.2,-,53.0,0.0,24,D
25354,20060417,0900,0.2,-,54.7,0.0,24,D
25354,20060418,0900,8.0,-,48.6,0.0,24,D
25354,20060419,0900,0.8,-,49.6,0.0,24,D
25354,20060420,0900,0.0,-,51.5,0.0,24,D
25354,20060421,0900,0.0,-,53.4,0.0,24,D
25354,20060422,0900,0.0,-,55.2,0.0,24,D
25354,20060423,0900,0.0,-,57.1,0.0,24,D
25354,20060424,0900,0.0,-,59.0,0.0,24,D
25354,20060425,0900,2.0,-,58.8,0.0,24,D
25354,20060426,0900,26.8,-,33.9,0.0,24,D
25354,20060427,0900,0.0,-,35.8,0.0,24,D
25354,20060428,0900,0.2,-,37.4,0.0,24,D
25354,20060429,0900,0.6,-,38.7,0.0,24,D
25354,20060430,0900,10.0,-,30.6,0.0,24,D
25354,20060501,0900,9.4,-,23.0,0.0,24,D
25354,20060502,0900,0.0,-,23.9,0.0,24,D
25354,20060503,0900,0.2,-,24.5,0.0,24,D
25354,20060504,0900,2.2,-,23.2,0.0,24,D
25354,20060505,0900,0.2,-,23.8,0.0,24,D
25354,20060506,0900,2.8,-,21.9,0.0,24,D
25354,20060507,0900,0.0,-,22.7,0.0,24,D
25354,20060508,0900,1.0,-,22.6,0.0,24,D
25354,20060509,0900,0.0,-,23.5,0.0,24,D
25354,20060510,0900,1.2,-,23.1,0.0,24,D
25354,20060511,0900,0.0,-,24.0,0.0,24,D
25354,20060512,0900,9.8,-,15.0,0.0,24,D
25354,20060513,0900,22.4,-,0.0,6.5,24,D
25354,20060514,0900,0.0,-,0.9,0.0,24,D
25354,20060515,0900,12.2,-,0.0,10.5,24,D
25354,20060516,0900,10.8,-,0.0,9.9,24,D
25354,20060517,0900,0.0,-,0.9,0.0,24,D
25354,20060518,0900,0.0,-,1.7,0.0,24,D
25354,20060519,0900,0.0,-,2.6,0.0,24,D
25354,20060520,0900,0.0,-,3.4,0.0,24,D
25354,20060521,0900,0.0,-,4.3,0.0,24,D
25354,20060522,0900,0.8,-,4.3,0.0,24,D
25354,20060523,0900,6.8,-,0.0,1.6,24,D
25354,20060524,0900,12.6,-,0.0,11.7,24,D
25354,20060525,0900,0.2,-,0.7,0.0,24,D
25354,20060526,0900,0.0,-,1.5,0.0,24,D
25354,20060527,0900,17.0,-,0.0,14.6,24,D
25354,20060528,0900,3.6,-,0.0,2.7,24,D
25354,20060529,0900,1.0,-,0.0,0.1,24,D
25354,20060530,0900,1.2,-,0.0,0.3,24,D
25354,20060531,0900,1.2,-,0.0,0.3,24,D
25354,20060601,0900,4.6,-,0.0,3.7,24,D
25354,20060602,0900,0.0,-,0.8,0.0,24,D
25354,20060603,0900,0.2,-,1.5,0.0,24,D
25354,20060604,0900,0.8,-,1.5,0.0,24,D
25354,20060605,0900,24.2,-,0.0,21.9,24,D
25354,20060606,0900,0.0,-,0.8,0.0,24,D
25354,20060607,0900,0.4,-,1.3,0.0,24,D
25354,20060608,0900,0.2,-,1.9,0.0,24,D
25354,20060609,0900,0.0,-,2.7,0.0,24,D
25354,20060610,0900,0.0,-,3.6,0.0,24,D
25354,20060611,0900,0.0,-,4.4,0.0,24,D
25354,20060612,0900,11.8,-,0.0,6.5,24,D
25354,20060613,0900,16.6,-,0.0,15.8,24,D
25354,20060614,0900,0.2,-,0.6,0.0,24,D
25354,20060615,0900,0.0,-,1.5,0.0,24,D
25354,20060616,0900,1.0,-,1.3,0.0,24,D
25354,20060617,0900,5.6,-,0.0,3.5,24,D
25354,20060618,0900,1.0,-,0.0,0.2,24,D
25354,20060619,0900,17.8,-,0.0,17.0,24,D
25354,20060620,0900,5.2,-,0.0,4.4,24,D
25354,20060621,0900,0.0,-,0.8,0.0,24,D
25354,20060622,0900,40.0,-,0.0,38.3,24,D
25354,20060623,0900,1.4,-,0.0,0.6,24,D
25354,20060624,0900,5.6,-,0.0,4.8,24,D
25354,20060625,0900,6.8,-,0.0,6.0,24,D
25354,20060626,0900,0.0,-,0.8,0.0,24,D
25354,20060627,0900,1.0,-,0.7,0.0,24,D
25354,20060628,0900,3.4,-,0.0,1.9,24,D
25354,20060629,0900,0.0,-,0.8,0.0,24,D
25354,20060630,0900,0.4,-,1.3,0.0,24,D
25354,20060701,0900,0.6,-,1.5,0.0,24,D
25354,20060702,0900,0.2,-,2.1,0.0,24,D
25354,20060703,0900,0.0,-,3.0,0.0,24,D
25354,20060704,0900,11.4,-,0.0,7.6,24,D
25354,20060705,0900,37.8,-,0.0,37.0,24,D
25354,20060706,0900,46.0,-,0.0,45.2,24,D
25354,20060707,0900,50.0,-,0.0,49.2,24,D
25354,20060708,0900,0.2,-,0.6,0.0,24,D
25354,20060709,0900,0.0,-,1.5,0.0,24,D
25354,20060710,0900,0.0,-,2.3,0.0,24,D
25354,20060711,0900,0.0,-,3.2,0.0,24,D
25354,20060712,0900,8.0,-,0.0,4.0,24,D
25354,20060713,0900,12.8,-,0.0,12.0,24,D
25354,20060714,0900,0.2,-,0.6,0.0,24,D
25354,20060715,0900,28.0,-,0.0,26.5,24,D
25354,20060716,0900,9.2,-,0.0,8.4,24,D
25354,20060717,0900,0.2,-,0.6,0.0,24,D
25354,20060718,0900,0.2,-,1.3,0.0,24,D
25354,20060719,0900,1.4,-,0.7,0.0,24,D
25354,20060720,0900,30.0,-,0.0,28.4,24,D
25354,20060721,0900,19.2,-,0.0,18.4,24,D
25354,20060722,0900,8.2,-,0.0,7.4,24,D
25354,20060723,0900,0.0,-,0.8,0.0,24,D
25354,20060724,0900,0.0,-,1.7,0.0,24,D
25354,20060725,0900,0.0,-,2.5,0.0,24,D
25354,20060726,0900,0.0,-,3.4,0.0,24,D
25354,20060727,0900,0.0,-,4.2,0.0,24,D
25354,20060728,0900,1.6,-,3.4,0.0,24,D
25354,20060729,0900,0.0,-,4.3,0.0,24,D
25354,20060730,0900,0.0,-,5.1,0.0,24,D
25354,20060731,0900,5.8,-,0.1,0.0,24,D
25354,20060801,0900,0.0,-,1.0,0.0,24,D
25354,20060802,0900,7.4,-,0.0,5.1,24,D
25354,20060803,0900,13.0,-,0.0,11.7,24,D
25354,20060804,0900,0.0,-,1.3,0.0,24,D
25354,20060805,0900,0.0,-,2.6,0.0,24,D
25354,20060806,0900,0.0,-,3.9,0.0,24,D
25354,20060807,0900,28.0,-,0.0,22.8,24,D
25354,20060808,0900,13.8,-,0.0,12.5,24,D
25354,20060809,0900,4.0,-,0.0,2.7,24,D
25354,20060810,0900,2.6,-,0.0,1.3,24,D
25354,20060811,0900,0.0,-,1.3,0.0,24,D
25354,20060812,0900,0.8,-,1.8,0.0,24,D
25354,20060813,0900,0.2,-,2.9,0.0,24,D
25354,20060814,0900,1.8,-,2.4,0.0,24,D
25354,20060815,0900,24.6,-,0.0,20.9,24,D
25354,20060816,0900,1.0,-,0.3,0.0,24,D
25354,20060817,0900,0.2,-,1.4,0.0,24,D
25354,20060818,0900,0.0,-,2.7,0.0,24,D
25354,20060819,0900,0.0,-,4.0,0.0,24,D
25354,20060820,0900,1.2,-,4.1,0.0,24,D
25354,20060821,0900,0.0,-,5.4,0.0,24,D
25354,20060822,0900,4.0,-,2.7,0.0,24,D
25354,20060823,0900,0.2,-,3.8,0.0,24,D
25354,20060824,0900,0.0,-,5.1,0.0,24,D
25354,20060825,0900,3.0,-,3.4,0.0,24,D
25354,20060826,0900,60.2,-,0.0,55.5,24,D
25354,20060827,0900,40.4,-,0.0,39.1,24,D
25354,20060828,0900,0.0,-,1.3,0.0,24,D
25354,20060829,0900,0.0,-,2.6,0.0,24,D
25354,20060830,0900,0.0,-,3.9,0.0,24,D
25354,20060831,0900,0.0,-,5.2,0.0,24,D
25354,20060901,0900,0.0,-,6.5,0.0,24,D
25354,20060902,0900,0.0,-,8.6,0.0,24,D
25354,20060903,0900,0.0,-,10.8,0.0,24,D
25354,20060904,0900,0.2,-,12.7,0.0,24,D
25354,20060905,0900,0.2,-,14.6,0.0,24,D
25354,20060906,0900,8.8,-,8.0,0.0,24,D
25354,20060907,0900,0.4,-,9.7,0.0,24,D
25354,20060908,0900,0.0,-,11.9,0.0,24,D
25354,20060909,0900,0.0,-,14.0,0.0,24,D
25354,20060910,0900,0.0,-,16.1,0.0,24,D
25354,20060911,0900,0.0,-,18.3,0.0,24,D
25354,20060912,0900,0.0,-,20.4,0.0,24,D
25354,20060913,0900,1.2,-,21.4,0.0,24,D
25354,20060914,0900,0.0,-,23.5,0.0,24,D
25354,20060915,0900,0.0,-,25.6,0.0,24,D
25354,20060916,0900,0.0,-,27.8,0.0,24,D
25354,20060917,0900,0.0,-,29.9,0.0,24,D
25354,20060918,0900,0.0,-,32.1,0.0,24,D
25354,20060919,0900,0.0,-,34.2,0.0,24,D
25354,20060920,0900,1.8,-,34.5,0.0,24,D
25354,20060921,0900,0.2,-,36.5,0.0,24,D
25354,20060922,0900,0.0,-,38.6,0.0,24,D
25354,20060923,0900,0.0,-,40.8,0.0,24,D
25354,20060924,0900,0.0,-,42.9,0.0,24,D
25354,20060925,0900,0.6,-,44.4,0.0,24,D
25354,20060926,0900,0.0,-,46.6,0.0,24,D
25354,20060927,0900,5.4,-,43.3,0.0,24,D
25354,20060928,0900,18.2,-,27.3,0.0,24,D
25354,20060929,0900,0.2,-,29.2,0.0,24,D
25354,20060930,0900,1.4,-,29.9,0.0,24,D
25354,20061001,0800,0.0,-,32.1,0.0,24,D
25354,20061002,0800,14.0,-,20.8,0.0,24,D
25354,20061003,0800,4.4,-,19.2,0.0,24,D
25354,20061004,0800,3.6,-,18.4,0.0,24,D
25354,20061005,0800,3.2,-,17.9,0.0,24,D
25354,20061006,0800,5.0,-,15.7,0.0,24,D
25354,20061007,0800,0.8,-,17.7,0.0,24,D
25354,20061008,0800,0.0,-,20.4,0.0,24,D
25354,20061009,0800,5.0,-,18.2,0.0,24,D
25354,20061010,0800,2.8,-,18.1,0.0,24,D
25354,20061011,0800,3.2,-,17.7,0.0,24,D
25354,20061012,0800,0.0,-,20.5,0.0,24,D
25354,20061013,0800,0.0,-,23.2,0.0,24,D
25354,20061014,0800,0.0,-,26.0,0.0,24,D
25354,20061015,0800,1.6,-,27.1,0.0,24,D
25354,20061016,0800,0.0,-,29.9,0.0,24,D
25354,20061017,0800,15.8,-,16.9,0.0,24,D
25354,20061018,0800,0.0,-,19.6,0.0,24,D
25354,20061019,0800,0.0,-,22.4,0.0,24,D
25354,20061020,0800,0.6,-,24.5,0.0,24,D
25354,20061021,0800,0.2,-,27.1,0.0,24,D
25354,20061022,0800,5.6,-,24.3,0.0,24,D
25354,20061023,0800,24.6,-,2.4,0.0,24,D
25354,20061024,0800,46.4,-,0.0,41.2,24,D
25354,20061025,0800,10.0,-,0.0,7.2,24,D
25354,20061026,0800,0.0,-,2.8,0.0,24,D
25354,20061027,0800,0.0,-,5.5,0.0,24,D
25354,20061028,0800,0.0,-,8.3,0.0,24,D
25354,20061029,0800,3.4,-,7.6,0.0,24,D
25354,20061030,0800,35.0,-,0.0,24.6,24,D
25354,20061031,0800,0.6,-,2.2,0.0,24,D
25354,20061101,0800,0.2,-,4.7,0.0,24,D
25354,20061102,0800,0.6,-,7.6,0.0,24,D
25354,20061103,0800,0.0,-,11.0,0.0,24,D
25354,20061104,0800,0.0,-,14.4,0.0,24,D
25354,20061105,0800,0.0,-,17.9,0.0,24,D
25354,20061106,0800,3.2,-,18.1,0.0,24,D
25354,20061107,0800,13.2,-,8.3,0.0,24,D
25354,20061108,0800,26.4,-,0.0,14.6,24,D
25354,20061109,0800,0.2,-,3.2,0.0,24,D
25354,20061110,0800,3.6,-,3.1,0.0,24,D
25354,20061111,0800,0.2,-,6.3,0.0,24,D
25354,20061112,0800,1.0,-,8.7,0.0,24,D
25354,20061113,0800,0.0,-,12.2,0.0,24,D
25354,20061114,0800,0.2,-,15.4,0.0,24,D
25354,20061115,0800,13.8,-,5.1,0.0,24,D
25354,20061116,0800,1.2,-,7.3,0.0,24,D
25354,20061117,0800,7.6,-,3.1,0.0,24,D
25354,20061118,0800,70.8,-,0.0,64.2,24,D
25354,20061119,0800,9.8,-,0.0,6.4,24,D
25354,20061120,0800,3.0,-,0.4,0.0,24,D
25354,20061121,0800,0.0,-,3.9,0.0,24,D
25354,20061122,0800,0.0,-,7.3,0.0,24,D
25354,20061123,0800,0.0,-,10.7,0.0,24,D
25354,20061124,0800,0.2,-,14.0,0.0,24,D
25354,20061125,0800,0.0,-,17.4,0.0,24,D
25354,20061126,0800,0.0,-,20.9,0.0,24,D
25354,20061127,0800,0.4,-,23.9,0.0,24,D
25354,20061128,0800,1.8,-,25.5,0.0,24,D
25354,20061129,0800,0.0,-,29.0,0.0,24,D
25354,20061130,0800,13.6,-,18.8,0.0,24,D
25354,20061201,0800,2.6,-,19.6,0.0,24,D
25354,20061202,0800,1.0,-,23.1,0.0,24,D
25354,20061203,0800,0.2,-,27.3,0.0,24,D
25354,20061204,0800,0.8,-,30.9,0.0,24,D
25354,20061205,0800,0.8,-,34.5,0.0,24,D
25354,20061206,0800,0.2,-,38.8,0.0,24,D
25354,20061207,0800,0.0,-,43.2,0.0,24,D
25354,20061208,0800,0.2,-,47.4,0.0,24,D
25354,20061209,0800,26.4,-,25.4,0.0,24,D
25354,20061210,0800,2.8,-,27.1,0.0,24,D
25354,20061211,0800,0.0,-,31.5,0.0,24,D
25354,20061212,0800,0.0,-,35.9,0.0,24,D
25354,20061213,0800,2.2,-,38.1,0.0,24,D
25354,20061214,0800,0.0,-,42.6,0.0,24,D
25354,20061215,0800,0.0,-,47.0,0.0,24,D
25354,20061216,0800,0.0,-,51.4,0.0,24,D
25354,20061217,0800,3.6,-,52.3,0.0,24,D
25354,20061218,0800,0.4,-,56.3,0.0,24,D
25354,20061219,0800,0.0,-,60.7,0.0,24,D
25354,20061220,0800,19.8,-,45.3,0.0,24,D
25354,20061221,0800,8.4,-,41.4,0.0,24,D
25354,20061222,0800,0.0,-,45.8,0.0,24,D
25354,20061223,0800,2.8,-,47.4,0.0,24,D
25354,20061224,0800,0.0,-,51.8,0.0,24,D
25354,20061225,0800,0.4,-,55.9,0.0,24,D
25354,20061226,0800,1.8,-,58.5,0.0,24,D
25354,20061227,0800,0.2,-,62.7,0.0,24,D
25354,20061228,0800,7.0,-,60.1,0.0,24,D
25354,20061229,0800,0.0,-,64.6,0.0,24,D
25354,20061230,0800,2.0,-,67.0,0.0,24,D
25354,20061231,0800,5.0,-,66.4,0.0,24,D
25354,20070101,0800,7.2,-,63.6,0.0,24,D
25354,20070102,0800,11.2,-,56.6,0.0,24,D
25354,20070103,0800,0.2,-,60.5,0.0,24,D
25354,20070104,0800,0.0,-,64.7,0.0,24,D
25354,20070105,0800,0.0,-,68.8,0.0,24,D
25354,20070106,0800,0.0,-,72.9,0.0,24,D
25354,20070107,0800,0.0,-,77.1,0.0,24,D
25354,20070108,0800,0.0,-,81.1,0.0,24,D
25354,20070109,0800,0.0,-,84.9,0.0,24,D
25354,20070110,0800,19.0,-,69.5,0.0,24,D
25354,20070111,0800,18.0,-,55.7,0.0,24,D
25354,20070112,0800,0.0,-,59.8,0.0,24,D
25354,20070113,0800,1.2,-,62.7,0.0,24,D
25354,20070114,0800,19.0,-,47.9,0.0,24,D
25354,20070115,0800,0.0,-,52.0,0.0,24,D
25354,20070116,0800,0.0,-,56.2,0.0,24,D
25354,20070117,0800,0.4,-,59.9,0.0,24,D
25354,20070118,0800,0.0,-,64.1,0.0,24,D
25354,20070119,0800,0.2,-,68.0,0.0,24,D
25354,20070120,0800,0.0,-,72.1,0.0,24,D
25354,20070121,0800,0.0,-,76.3,0.0,24,D
